"Country";"Year";"Age";"Medal";"Sex";"Season";"Count"
USA;2004;28;Silver;F;Summer;1
USA;2004;29;NA;M;Summer;14
USA;2004;29;NA;F;Summer;7
USA;2004;29;Gold;M;Summer;3
USA;2004;29;Gold;F;Summer;5
USA;2004;29;Bronze;M;Summer;2
USA;2004;29;Bronze;F;Summer;1
USA;2004;29;Silver;M;Summer;1
USA;2004;30;NA;M;Summer;16
USA;2004;30;NA;F;Summer;10
USA;2004;30;Gold;F;Summer;1
USA;2004;30;Bronze;M;Summer;1
USA;2004;30;Bronze;F;Summer;2
USA;2004;30;Silver;M;Summer;2
USA;2004;30;Silver;F;Summer;1
USA;2004;31;NA;M;Summer;16
USA;2004;31;NA;F;Summer;10
USA;2004;31;Gold;M;Summer;1
USA;2004;31;Bronze;F;Summer;3
USA;2004;31;Silver;M;Summer;1
USA;2004;31;Silver;F;Summer;3
USA;2004;32;NA;M;Summer;10
USA;2004;32;NA;F;Summer;4
USA;2004;32;Gold;F;Summer;3
USA;2004;32;Bronze;M;Summer;1
USA;2004;32;Silver;M;Summer;1
USA;2004;32;Silver;F;Summer;1
USA;2004;33;NA;M;Summer;7
USA;2004;33;NA;F;Summer;6
USA;2004;33;Gold;M;Summer;1
USA;2004;33;Gold;F;Summer;5
USA;2004;33;Bronze;M;Summer;1
USA;2004;33;Bronze;F;Summer;2
USA;2004;34;NA;M;Summer;6
USA;2004;34;NA;F;Summer;4
USA;2004;34;Gold;F;Summer;2
USA;2004;34;Bronze;F;Summer;2
USA;2004;34;Silver;F;Summer;1
USA;2004;35;NA;M;Summer;2
USA;2004;35;NA;F;Summer;8
USA;2004;35;Bronze;F;Summer;2
USA;2004;36;NA;M;Summer;5
USA;2004;36;NA;F;Summer;1
USA;2004;36;Gold;F;Summer;2
USA;2004;36;Silver;M;Summer;2
USA;2004;37;NA;M;Summer;1
USA;2004;37;NA;F;Summer;4
USA;2004;37;Gold;M;Summer;1
USA;2004;37;Bronze;F;Summer;1
USA;2004;37;Silver;M;Summer;1
USA;2004;39;NA;M;Summer;4
USA;2004;39;NA;F;Summer;3
USA;2004;39;Gold;M;Summer;1
USA;2004;39;Bronze;M;Summer;2
USA;2004;40;NA;M;Summer;2
USA;2004;40;NA;F;Summer;3
USA;2004;40;Gold;M;Summer;1
USA;2004;40;Gold;F;Summer;1
USA;2004;40;Silver;M;Summer;1
USA;2004;41;NA;M;Summer;1
USA;2004;41;NA;F;Summer;1
USA;2004;43;NA;M;Summer;3
USA;2004;43;NA;F;Summer;1
USA;2004;43;Bronze;M;Summer;1
USA;2004;45;NA;M;Summer;1
USA;2004;47;NA;F;Summer;1
USA;2004;47;Gold;M;Summer;1
USA;2004;48;NA;M;Summer;3
USA;2004;48;Bronze;M;Summer;1
USA;2004;49;NA;F;Summer;1
USA;2004;49;Bronze;F;Summer;1
USA;2004;50;NA;F;Summer;2
USA;2004;52;NA;F;Summer;2
USA;2006;16;NA;M;Winter;1
USA;2006;16;NA;F;Winter;2
USA;2006;17;NA;F;Winter;5
USA;2006;18;NA;M;Winter;1
USA;2006;18;Bronze;F;Winter;1
USA;2006;19;NA;F;Winter;5
USA;2006;19;Gold;M;Winter;1
USA;2006;19;Gold;F;Winter;1
USA;2006;20;NA;M;Winter;2
USA;2006;20;NA;F;Winter;8
USA;2006;20;Bronze;F;Winter;3
USA;2006;20;Silver;F;Winter;1
USA;2006;21;NA;M;Winter;11
USA;2006;21;NA;F;Winter;18
USA;2006;21;Gold;M;Winter;1
USA;2006;21;Gold;F;Winter;1
USA;2006;21;Bronze;M;Winter;1
USA;2006;21;Silver;F;Winter;2
USA;2006;22;NA;M;Winter;12
USA;2006;22;NA;F;Winter;5
USA;2006;22;Bronze;M;Winter;1
USA;2006;22;Bronze;F;Winter;3
USA;2006;23;NA;M;Winter;10
USA;2006;23;NA;F;Winter;13
USA;2006;23;Gold;M;Winter;2
USA;2006;23;Bronze;M;Winter;4
USA;2006;23;Bronze;F;Winter;1
USA;2006;23;Silver;M;Winter;2
USA;2006;24;NA;M;Winter;13
USA;2006;24;NA;F;Winter;3
USA;2006;24;Bronze;F;Winter;3
USA;2006;24;Silver;M;Winter;1
USA;2006;24;Silver;F;Winter;1
USA;2006;25;NA;M;Winter;22
USA;2006;25;NA;F;Winter;14
USA;2006;25;Bronze;F;Winter;1
USA;2006;26;NA;M;Winter;5
USA;2006;26;NA;F;Winter;6
USA;2006;26;Gold;M;Winter;1
USA;2006;26;Bronze;M;Winter;1
USA;2006;26;Bronze;F;Winter;5
USA;2006;26;Silver;M;Winter;1
USA;2006;27;NA;M;Winter;9
USA;2006;27;NA;F;Winter;1
USA;2006;27;Bronze;M;Winter;1
USA;2006;27;Bronze;F;Winter;1
USA;2006;28;NA;M;Winter;26
USA;2006;28;NA;F;Winter;6
USA;2006;28;Gold;M;Winter;1
USA;2006;28;Bronze;M;Winter;1
USA;2006;28;Silver;M;Winter;1
USA;2006;28;Silver;F;Winter;1
USA;2006;29;NA;M;Winter;12
USA;2006;29;NA;F;Winter;8
USA;2006;29;Gold;M;Winter;1
USA;2006;29;Silver;F;Winter;1
USA;2006;30;NA;M;Winter;2
USA;2006;30;NA;F;Winter;3
USA;2006;30;Bronze;F;Winter;2
USA;2006;31;NA;M;Winter;3
USA;2006;31;NA;F;Winter;2
USA;2006;31;Bronze;F;Winter;1
USA;2006;32;NA;M;Winter;11
USA;2006;32;NA;F;Winter;6
USA;2006;33;NA;M;Winter;5
USA;2006;34;NA;M;Winter;2
USA;2006;34;Bronze;M;Winter;1
USA;2006;35;NA;M;Winter;12
USA;2006;36;NA;M;Winter;4
USA;2006;37;Bronze;M;Winter;1
USA;2006;38;NA;F;Winter;4
USA;2006;44;NA;M;Winter;1
USA;2008;15;NA;F;Summer;5
USA;2008;16;NA;M;Summer;1
USA;2008;16;NA;F;Summer;9
USA;2008;16;Gold;F;Summer;1
USA;2008;16;Silver;F;Summer;5
USA;2008;17;NA;F;Summer;2
USA;2008;18;NA;M;Summer;8
USA;2008;18;NA;F;Summer;4
USA;2008;18;Gold;F;Summer;1
USA;2008;18;Bronze;F;Summer;4
USA;2008;18;Silver;F;Summer;3
USA;2008;19;NA;M;Summer;11
USA;2008;19;NA;F;Summer;9
USA;2008;19;Gold;M;Summer;2
USA;2008;19;Bronze;F;Summer;2
USA;2008;19;Silver;F;Summer;2
USA;2008;20;NA;M;Summer;5
USA;2008;20;NA;F;Summer;14
USA;2008;20;Gold;M;Summer;2
USA;2008;20;Gold;F;Summer;3
USA;2008;20;Bronze;M;Summer;3
USA;2008;20;Bronze;F;Summer;1
USA;2008;20;Silver;M;Summer;1
USA;2008;20;Silver;F;Summer;3
USA;2008;21;NA;M;Summer;7
USA;2008;21;NA;F;Summer;6
USA;2008;21;Gold;M;Summer;1
USA;2008;21;Gold;F;Summer;2
USA;2008;21;Bronze;F;Summer;3
USA;2008;21;Silver;F;Summer;5
USA;2008;22;NA;M;Summer;28
USA;2008;22;NA;F;Summer;7
USA;2008;22;Gold;M;Summer;4
USA;2008;22;Gold;F;Summer;6
USA;2008;22;Bronze;M;Summer;9
USA;2008;22;Bronze;F;Summer;1
USA;2008;22;Silver;M;Summer;3
USA;2008;22;Silver;F;Summer;7
USA;2008;23;NA;M;Summer;14
USA;2008;23;NA;F;Summer;12
USA;2008;23;Gold;M;Summer;16
USA;2008;23;Gold;F;Summer;3
USA;2008;23;Bronze;M;Summer;3
USA;2008;23;Bronze;F;Summer;2
USA;2008;23;Silver;M;Summer;4
USA;2008;23;Silver;F;Summer;7
USA;2008;24;NA;M;Summer;23
USA;2008;24;NA;F;Summer;20
USA;2008;24;Gold;M;Summer;9
USA;2008;24;Gold;F;Summer;4
USA;2008;24;Bronze;M;Summer;10
USA;2008;24;Bronze;F;Summer;3
USA;2008;24;Silver;M;Summer;2
USA;2008;24;Silver;F;Summer;7
USA;2008;25;NA;M;Summer;18
USA;2008;25;NA;F;Summer;8
USA;2008;25;Gold;M;Summer;4
USA;2008;25;Gold;F;Summer;9
USA;2008;25;Bronze;M;Summer;5
USA;2008;25;Bronze;F;Summer;5
USA;2008;25;Silver;M;Summer;3
USA;2008;25;Silver;F;Summer;10
USA;2008;26;NA;M;Summer;28
USA;2008;26;NA;F;Summer;19
USA;2008;26;Gold;M;Summer;9
USA;2008;26;Gold;F;Summer;5
USA;2008;26;Bronze;M;Summer;4
USA;2008;26;Bronze;F;Summer;1
USA;2008;26;Silver;M;Summer;4
USA;2008;26;Silver;F;Summer;5
USA;2008;27;NA;M;Summer;11
USA;2008;27;NA;F;Summer;10
USA;2008;27;Gold;M;Summer;1
USA;2008;27;Gold;F;Summer;4
USA;2008;27;Bronze;M;Summer;5
USA;2008;27;Silver;M;Summer;3
USA;2008;27;Silver;F;Summer;8
USA;2008;28;NA;M;Summer;13
USA;2008;28;NA;F;Summer;12
USA;2008;28;Gold;M;Summer;4
USA;2008;28;Gold;F;Summer;5
USA;2008;28;Bronze;M;Summer;1
USA;2008;28;Silver;M;Summer;2
USA;2008;28;Silver;F;Summer;5
USA;2008;29;NA;M;Summer;11
USA;2008;29;NA;F;Summer;8
USA;2008;29;Gold;M;Summer;3
USA;2008;29;Gold;F;Summer;2
USA;2008;29;Bronze;M;Summer;5
USA;2008;29;Silver;F;Summer;3
USA;2008;30;NA;M;Summer;9
USA;2008;30;NA;F;Summer;9
USA;2008;30;Gold;M;Summer;3
USA;2008;30;Gold;F;Summer;2
USA;2008;30;Bronze;M;Summer;5
USA;2008;30;Silver;M;Summer;4
USA;2008;30;Silver;F;Summer;3
USA;2008;31;NA;M;Summer;11
USA;2008;31;NA;F;Summer;8
USA;2008;31;Gold;F;Summer;3
USA;2008;31;Bronze;M;Summer;3
USA;2008;31;Silver;M;Summer;1
USA;2008;31;Silver;F;Summer;1
USA;2008;32;NA;M;Summer;10
USA;2008;32;NA;F;Summer;5
USA;2008;32;Gold;M;Summer;5
USA;2008;32;Bronze;M;Summer;2
USA;2008;32;Silver;M;Summer;2
USA;2008;32;Silver;F;Summer;1
USA;2008;33;NA;M;Summer;6
USA;2008;33;NA;F;Summer;5
USA;2008;33;Gold;M;Summer;1
USA;2008;33;Gold;F;Summer;3
USA;2008;33;Bronze;M;Summer;1
USA;2008;33;Silver;F;Summer;1
USA;2008;34;NA;M;Summer;5
USA;2008;34;NA;F;Summer;9
USA;2008;34;Gold;M;Summer;1
USA;2008;34;Gold;F;Summer;2
USA;2008;34;Bronze;M;Summer;1
USA;2008;34;Silver;F;Summer;1
USA;2008;35;NA;M;Summer;3
USA;2008;35;NA;F;Summer;3
USA;2008;35;Gold;M;Summer;2
USA;2008;35;Silver;F;Summer;1
USA;2008;36;NA;M;Summer;2
USA;2008;36;Gold;M;Summer;1
USA;2008;36;Gold;F;Summer;1
USA;2008;37;NA;M;Summer;2
USA;2008;37;NA;F;Summer;2
USA;2008;38;NA;F;Summer;5
USA;2008;39;NA;F;Summer;5
USA;2008;40;NA;M;Summer;4
USA;2008;41;Silver;F;Summer;3
USA;2008;42;NA;F;Summer;1
USA;2008;42;Gold;F;Summer;1
USA;2008;43;NA;M;Summer;2
USA;2008;44;NA;M;Summer;5
USA;2008;44;NA;F;Summer;1
USA;2008;44;Gold;F;Summer;1
USA;2008;44;Bronze;F;Summer;1
USA;2008;46;NA;F;Summer;1
USA;2008;47;NA;M;Summer;1
USA;2008;49;NA;M;Summer;1
USA;2008;49;Gold;M;Summer;1
USA;2008;50;NA;F;Summer;2
USA;2008;52;NA;M;Summer;2
USA;2008;53;NA;F;Summer;2
USA;2008;56;NA;F;Summer;1
USA;2008;58;NA;M;Summer;1
USA;2010;16;NA;F;Winter;3
USA;2010;17;NA;M;Winter;3
USA;2010;17;NA;F;Winter;2
USA;2010;18;NA;M;Winter;1
USA;2010;18;Bronze;M;Winter;1
USA;2010;19;NA;M;Winter;6
USA;2010;19;NA;F;Winter;2
USA;2010;19;Bronze;M;Winter;2
USA;2010;19;Bronze;F;Winter;2
USA;2010;19;Silver;M;Winter;2
USA;2010;20;NA;M;Winter;10
USA;2010;20;NA;F;Winter;6
USA;2010;20;Silver;M;Winter;1
USA;2010;20;Silver;F;Winter;3
USA;2010;21;NA;M;Winter;6
USA;2010;21;NA;F;Winter;3
USA;2010;21;Bronze;M;Winter;1
USA;2010;21;Bronze;F;Winter;1
USA;2010;21;Silver;M;Winter;2
USA;2010;21;Silver;F;Winter;2
USA;2010;22;NA;M;Winter;6
USA;2010;22;NA;F;Winter;8
USA;2010;22;Gold;M;Winter;1
USA;2010;22;Bronze;M;Winter;1
USA;2010;22;Silver;M;Winter;3
USA;2010;22;Silver;F;Winter;5
USA;2010;23;NA;M;Winter;4
USA;2010;23;NA;F;Winter;10
USA;2010;23;Gold;M;Winter;1
USA;2010;23;Gold;F;Winter;1
USA;2010;23;Silver;M;Winter;1
USA;2010;23;Silver;F;Winter;5
USA;2010;24;NA;M;Winter;8
USA;2010;24;NA;F;Winter;7
USA;2010;24;Gold;M;Winter;1
USA;2010;24;Bronze;M;Winter;1
USA;2010;24;Bronze;F;Winter;1
USA;2010;24;Silver;M;Winter;2
USA;2010;24;Silver;F;Winter;2
USA;2010;25;NA;M;Winter;10
USA;2010;25;NA;F;Winter;16
USA;2010;25;Gold;F;Winter;1
USA;2010;25;Bronze;M;Winter;1
USA;2010;25;Bronze;F;Winter;2
USA;2010;25;Silver;M;Winter;7
USA;2010;25;Silver;F;Winter;3
USA;2010;26;NA;M;Winter;8
USA;2010;26;NA;F;Winter;6
USA;2010;26;Bronze;F;Winter;1
USA;2010;26;Silver;M;Winter;1
USA;2010;26;Silver;F;Winter;2
USA;2010;27;NA;M;Winter;11
USA;2010;27;NA;F;Winter;17
USA;2010;27;Gold;M;Winter;1
USA;2010;27;Bronze;M;Winter;3
USA;2010;27;Silver;M;Winter;3
USA;2010;27;Silver;F;Winter;1
USA;2010;28;NA;M;Winter;16
USA;2010;28;NA;F;Winter;4
USA;2010;28;Silver;M;Winter;1
USA;2010;29;NA;M;Winter;12
USA;2010;29;NA;F;Winter;11
USA;2010;29;Gold;M;Winter;3
USA;2010;29;Bronze;F;Winter;3
USA;2010;29;Silver;M;Winter;6
USA;2010;29;Silver;F;Winter;1
USA;2010;30;NA;M;Winter;3
USA;2010;30;NA;F;Winter;3
USA;2010;30;Silver;M;Winter;1
USA;2010;30;Silver;F;Winter;1
USA;2010;31;NA;M;Winter;4
USA;2010;31;Gold;M;Winter;1
USA;2010;31;Silver;F;Winter;1
USA;2010;32;NA;M;Winter;10
USA;2010;32;NA;F;Winter;1
USA;2010;32;Gold;M;Winter;1
USA;2010;32;Bronze;M;Winter;2
USA;2010;32;Silver;M;Winter;2
USA;2010;33;NA;M;Winter;7
USA;2010;33;NA;F;Winter;5
USA;2010;33;Gold;M;Winter;1
USA;2010;33;Silver;M;Winter;2
USA;2010;34;NA;M;Winter;1
USA;2010;34;Silver;M;Winter;1
USA;2010;35;NA;F;Winter;1
USA;2010;35;Silver;M;Winter;1
USA;2010;36;NA;M;Winter;4
USA;2010;36;NA;F;Winter;2
USA;2010;36;Silver;M;Winter;1
USA;2010;37;NA;M;Winter;4
USA;2010;38;NA;M;Winter;1
USA;2010;39;NA;M;Winter;1
USA;2010;40;NA;M;Winter;1
USA;2012;15;NA;F;Summer;3
USA;2012;15;Gold;F;Summer;2
USA;2012;16;NA;F;Summer;8
USA;2012;16;Gold;F;Summer;3
USA;2012;16;Silver;F;Summer;1
USA;2012;17;NA;F;Summer;6
USA;2012;17;Gold;F;Summer;6
USA;2012;17;Bronze;F;Summer;2
USA;2012;18;NA;M;Summer;2
USA;2012;18;NA;F;Summer;7
USA;2012;18;Gold;F;Summer;3
USA;2012;18;Bronze;F;Summer;1
USA;2012;19;NA;M;Summer;19
USA;2012;19;NA;F;Summer;6
USA;2012;19;Gold;M;Summer;1
USA;2012;19;Gold;F;Summer;1
USA;2012;19;Bronze;M;Summer;1
USA;2012;19;Bronze;F;Summer;1
USA;2012;19;Silver;F;Summer;1
USA;2012;20;NA;M;Summer;14
USA;2012;20;NA;F;Summer;7
USA;2012;20;Gold;F;Summer;4
USA;2012;20;Bronze;M;Summer;2
USA;2012;20;Silver;M;Summer;1
USA;2012;20;Silver;F;Summer;1
USA;2012;21;NA;M;Summer;5
USA;2012;21;NA;F;Summer;10
USA;2012;21;Gold;F;Summer;2
USA;2012;21;Bronze;M;Summer;1
USA;2012;21;Bronze;F;Summer;4
USA;2012;21;Silver;M;Summer;2
USA;2012;21;Silver;F;Summer;1
USA;2012;22;NA;M;Summer;18
USA;2012;22;NA;F;Summer;11
USA;2012;22;Gold;M;Summer;2
USA;2012;22;Gold;F;Summer;7
USA;2012;22;Bronze;F;Summer;3
USA;2012;22;Silver;M;Summer;2
USA;2012;22;Silver;F;Summer;2
USA;2012;23;NA;M;Summer;16
USA;2012;23;NA;F;Summer;13
USA;2012;23;Gold;M;Summer;9
USA;2012;23;Gold;F;Summer;8
USA;2012;23;Bronze;M;Summer;1
USA;2012;23;Silver;M;Summer;4
USA;2012;23;Silver;F;Summer;2
USA;2012;24;NA;M;Summer;13
USA;2012;24;NA;F;Summer;10
USA;2012;24;Gold;M;Summer;6
USA;2012;24;Gold;F;Summer;7
USA;2012;24;Bronze;M;Summer;1
USA;2012;24;Bronze;F;Summer;2
USA;2012;24;Silver;M;Summer;1
USA;2012;24;Silver;F;Summer;2
USA;2012;25;NA;M;Summer;11
USA;2012;25;NA;F;Summer;12
USA;2012;25;Gold;F;Summer;9
USA;2012;25;Bronze;M;Summer;1
USA;2012;25;Bronze;F;Summer;1
USA;2012;25;Silver;M;Summer;1
USA;2012;25;Silver;F;Summer;4
USA;2012;26;NA;M;Summer;27
USA;2012;26;NA;F;Summer;14
USA;2012;26;Gold;M;Summer;2
USA;2012;26;Gold;F;Summer;7
USA;2012;26;Bronze;M;Summer;3
USA;2012;26;Bronze;F;Summer;3
USA;2012;26;Silver;M;Summer;4
USA;2012;27;NA;M;Summer;21
USA;2012;27;NA;F;Summer;12
USA;2012;27;Gold;M;Summer;11
USA;2012;27;Gold;F;Summer;8
USA;2012;27;Bronze;M;Summer;1
USA;2012;27;Bronze;F;Summer;1
USA;2012;27;Silver;M;Summer;6
USA;2012;27;Silver;F;Summer;1
USA;2012;28;NA;M;Summer;12
USA;2012;28;NA;F;Summer;11
USA;2012;28;Gold;M;Summer;6
USA;2012;28;Gold;F;Summer;4
USA;2012;28;Bronze;M;Summer;1
USA;2012;28;Bronze;F;Summer;1
USA;2012;28;Silver;M;Summer;4
USA;2012;28;Silver;F;Summer;4
USA;2012;29;NA;M;Summer;19
USA;2012;29;NA;F;Summer;8
USA;2012;29;Gold;M;Summer;1
USA;2012;29;Gold;F;Summer;6
USA;2012;29;Bronze;M;Summer;1
USA;2012;29;Bronze;F;Summer;2
USA;2012;29;Silver;F;Summer;1
USA;2012;30;NA;M;Summer;13
USA;2012;30;NA;F;Summer;7
USA;2012;30;Gold;M;Summer;1
USA;2012;30;Gold;F;Summer;9
USA;2012;30;Bronze;M;Summer;2
USA;2012;30;Bronze;F;Summer;2
USA;2012;30;Silver;F;Summer;2
USA;2012;31;NA;M;Summer;8
USA;2012;31;NA;F;Summer;6
USA;2012;31;Gold;F;Summer;2
USA;2012;31;Bronze;M;Summer;1
USA;2012;31;Silver;F;Summer;1
USA;2012;32;NA;M;Summer;7
USA;2012;32;NA;F;Summer;5
USA;2012;32;Gold;F;Summer;6
USA;2012;32;Bronze;M;Summer;1
USA;2012;32;Bronze;F;Summer;3
USA;2012;32;Silver;F;Summer;2
USA;2012;33;NA;M;Summer;9
USA;2012;33;NA;F;Summer;5
USA;2012;33;Gold;M;Summer;1
USA;2012;33;Gold;F;Summer;3
USA;2012;33;Silver;M;Summer;1
USA;2012;33;Silver;F;Summer;1
USA;2012;34;NA;M;Summer;6
USA;2012;34;NA;F;Summer;2
USA;2012;34;Gold;M;Summer;2
USA;2012;34;Gold;F;Summer;3
USA;2012;34;Bronze;M;Summer;2
USA;2012;34;Silver;F;Summer;2
USA;2012;35;NA;M;Summer;4
USA;2012;35;NA;F;Summer;3
USA;2012;35;Gold;F;Summer;1
USA;2012;36;NA;M;Summer;9
USA;2012;36;Silver;M;Summer;1
USA;2012;37;NA;M;Summer;7
USA;2012;37;NA;F;Summer;4
USA;2012;37;Gold;F;Summer;1
USA;2012;38;NA;M;Summer;2
USA;2012;38;NA;F;Summer;4
USA;2012;38;Gold;F;Summer;1
USA;2012;38;Bronze;F;Summer;1
USA;2012;39;NA;M;Summer;3
USA;2012;39;Silver;F;Summer;2
USA;2012;40;NA;M;Summer;1
USA;2012;41;NA;F;Summer;2
USA;2012;44;NA;M;Summer;3
USA;2012;46;NA;M;Summer;1
USA;2012;47;NA;M;Summer;2
USA;2012;48;NA;M;Summer;2
USA;2012;48;NA;F;Summer;2
USA;2012;50;NA;F;Summer;2
USA;2012;52;NA;M;Summer;2
USA;2012;53;NA;M;Summer;2
USA;2012;54;NA;F;Summer;2
USA;2014;15;NA;F;Winter;1
USA;2014;16;NA;F;Winter;2
USA;2014;17;NA;M;Winter;3
USA;2014;18;NA;M;Winter;4
USA;2014;18;NA;F;Winter;2
USA;2014;18;Gold;F;Winter;1
USA;2014;18;Bronze;F;Winter;1
USA;2014;19;NA;M;Winter;3
USA;2014;19;NA;F;Winter;4
USA;2014;19;Bronze;M;Winter;2
USA;2014;19;Silver;F;Winter;2
USA;2014;20;NA;M;Winter;2
USA;2014;20;NA;F;Winter;3
USA;2014;20;Gold;M;Winter;1
USA;2014;20;Gold;F;Winter;1
USA;2014;20;Silver;F;Winter;2
USA;2014;21;NA;M;Winter;6
USA;2014;21;NA;F;Winter;5
USA;2014;21;Silver;F;Winter;2
USA;2014;22;NA;M;Winter;11
USA;2014;22;NA;F;Winter;6
USA;2014;22;Gold;M;Winter;1
USA;2014;22;Bronze;F;Winter;1
USA;2014;22;Silver;M;Winter;1
USA;2014;22;Silver;F;Winter;3
USA;2014;23;NA;M;Winter;16
USA;2014;23;NA;F;Winter;9
USA;2014;23;Gold;M;Winter;1
USA;2014;23;Gold;F;Winter;1
USA;2014;23;Bronze;F;Winter;1
USA;2014;23;Silver;M;Winter;1
USA;2014;23;Silver;F;Winter;1
USA;2014;24;NA;M;Winter;24
USA;2014;24;NA;F;Winter;11
USA;2014;24;Gold;F;Winter;1
USA;2014;24;Silver;M;Winter;1
USA;2014;24;Silver;F;Winter;4
USA;2014;25;NA;M;Winter;13
USA;2014;25;NA;F;Winter;8
USA;2014;25;Bronze;F;Winter;1
USA;2014;25;Silver;F;Winter;1
USA;2014;26;NA;M;Winter;11
USA;2014;26;NA;F;Winter;8
USA;2014;26;Gold;M;Winter;1
USA;2014;26;Bronze;M;Winter;2
USA;2014;26;Silver;F;Winter;4
USA;2014;27;NA;M;Winter;13
USA;2014;27;NA;F;Winter;15
USA;2014;27;Gold;F;Winter;1
USA;2014;27;Bronze;M;Winter;1
USA;2014;27;Bronze;F;Winter;3
USA;2014;27;Silver;M;Winter;2
USA;2014;28;NA;M;Winter;10
USA;2014;28;NA;F;Winter;7
USA;2014;28;Bronze;M;Winter;2
USA;2014;28;Silver;F;Winter;1
USA;2014;29;NA;M;Winter;17
USA;2014;29;NA;F;Winter;18
USA;2014;29;Gold;M;Winter;1
USA;2014;29;Bronze;F;Winter;1
USA;2014;29;Silver;M;Winter;1
USA;2014;29;Silver;F;Winter;1
USA;2014;30;NA;M;Winter;6
USA;2014;30;NA;F;Winter;3
USA;2014;30;Bronze;M;Winter;3
USA;2014;30;Bronze;F;Winter;2
USA;2014;30;Silver;F;Winter;1
USA;2014;31;NA;M;Winter;8
USA;2014;31;NA;F;Winter;13
USA;2014;31;Silver;F;Winter;2
USA;2014;32;NA;M;Winter;15
USA;2014;33;NA;M;Winter;12
USA;2014;33;Bronze;M;Winter;3
USA;2014;34;NA;F;Winter;1
USA;2014;35;NA;M;Winter;1
USA;2014;36;NA;M;Winter;5
USA;2014;36;Bronze;M;Winter;1
USA;2014;37;NA;M;Winter;3
USA;2014;38;NA;M;Winter;1
USA;2014;40;NA;F;Winter;1
USA;2014;41;NA;F;Winter;1
USA;2014;45;NA;F;Winter;1
USA;2016;16;NA;M;Summer;2
USA;2016;16;NA;F;Summer;2
USA;2016;16;Gold;F;Summer;1
USA;2016;16;Silver;F;Summer;1
USA;2016;17;NA;F;Summer;1
USA;2016;17;Gold;F;Summer;1
USA;2016;18;NA;M;Summer;3
USA;2016;18;NA;F;Summer;4
USA;2016;18;Gold;F;Summer;1
USA;2016;19;NA;M;Summer;6
USA;2016;19;NA;F;Summer;10
USA;2016;19;Gold;M;Summer;3
USA;2016;19;Gold;F;Summer;15
USA;2016;19;Bronze;F;Summer;1
USA;2016;19;Silver;M;Summer;1
USA;2016;19;Silver;F;Summer;5
USA;2016;20;NA;M;Summer;8
USA;2016;20;NA;F;Summer;11
USA;2016;20;Gold;M;Summer;3
USA;2016;20;Gold;F;Summer;4
USA;2016;20;Bronze;M;Summer;1
USA;2016;20;Bronze;F;Summer;1
USA;2016;20;Silver;M;Summer;1
USA;2016;20;Silver;F;Summer;3
USA;2016;21;NA;M;Summer;8
USA;2016;21;NA;F;Summer;14
USA;2016;21;Gold;M;Summer;6
USA;2016;21;Gold;F;Summer;6
USA;2016;21;Bronze;M;Summer;2
USA;2016;21;Bronze;F;Summer;1
USA;2016;21;Silver;M;Summer;1
USA;2016;21;Silver;F;Summer;2
USA;2016;22;NA;M;Summer;18
USA;2016;22;NA;F;Summer;13
USA;2016;22;Gold;M;Summer;2
USA;2016;22;Gold;F;Summer;5
USA;2016;22;Bronze;M;Summer;2
USA;2016;22;Silver;M;Summer;3
USA;2016;22;Silver;F;Summer;2
USA;2016;23;NA;M;Summer;20
USA;2016;23;NA;F;Summer;16
USA;2016;23;Gold;M;Summer;3
USA;2016;23;Gold;F;Summer;5
USA;2016;23;Bronze;M;Summer;5
USA;2016;23;Bronze;F;Summer;3
USA;2016;23;Silver;M;Summer;1
USA;2016;23;Silver;F;Summer;2
USA;2016;24;NA;M;Summer;23
USA;2016;24;NA;F;Summer;19
USA;2016;24;Gold;M;Summer;3
USA;2016;24;Gold;F;Summer;7
USA;2016;24;Bronze;M;Summer;2
USA;2016;24;Bronze;F;Summer;1
USA;2016;24;Silver;M;Summer;3
USA;2016;24;Silver;F;Summer;1
USA;2016;25;NA;M;Summer;23
USA;2016;25;NA;F;Summer;14
USA;2016;25;Gold;M;Summer;4
USA;2016;25;Gold;F;Summer;5
USA;2016;25;Bronze;M;Summer;2
USA;2016;25;Bronze;F;Summer;3
USA;2016;25;Silver;M;Summer;3
USA;2016;25;Silver;F;Summer;2
USA;2016;26;NA;M;Summer;24
USA;2016;26;NA;F;Summer;16
USA;2016;26;Gold;M;Summer;9
USA;2016;26;Gold;F;Summer;6
USA;2016;26;Bronze;M;Summer;4
USA;2016;26;Bronze;F;Summer;5
USA;2016;26;Silver;M;Summer;1
USA;2016;26;Silver;F;Summer;1
USA;2016;27;NA;M;Summer;18
USA;2016;27;NA;F;Summer;17
USA;2016;27;Gold;M;Summer;6
USA;2016;27;Gold;F;Summer;4
USA;2016;27;Bronze;M;Summer;6
USA;2016;27;Bronze;F;Summer;1
USA;2016;27;Silver;M;Summer;5
USA;2016;27;Silver;F;Summer;1
USA;2016;28;NA;M;Summer;9
USA;2016;28;NA;F;Summer;14
USA;2016;28;Gold;M;Summer;2
USA;2016;28;Gold;F;Summer;5
USA;2016;28;Bronze;M;Summer;1
USA;2016;28;Bronze;F;Summer;7
USA;2016;28;Silver;F;Summer;1
USA;2016;29;NA;M;Summer;13
USA;2016;29;NA;F;Summer;11
USA;2016;29;Gold;F;Summer;3
USA;2016;29;Bronze;M;Summer;2
